1,1806001,I,1
2,2013001,II,1
3,2731002,II,1
4,2753001,II,1
5,3517002,III,1
6,3632002,III,1
7,3851401,III,1
8,5101001,V,1
9,5452102,V,1
10,5453002,V,1
11,5851501,V,1
