1,PALMIRA,1,VAL
2,CALI,1,VAL
3,BUGA,1,VAL
4,EL CERRITO,1,VAL
5,TULUA,1,VAL
6,PRADERA,1,VAL
7,ROZO,1,VAL
8,POPAYAN,1,CAU
9,COTA,1,CUN
10,BOGOTA,1,CUN
