118,1063,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,73,15917
119,1064,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,78,15817
120,1065,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,79,15717
121,1066,2017-01-30,2017-02-01,2017-09-10,25435923,2017-11-30,9249427,ACTIVO,CI,80,16317
122,1067,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,81,16917
123,1077,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,82,15317
124,1078,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,83,15017
125,1079,2017-01-30,2017-02-01,2017-08-31,24279745,2017-11-30,10405605,ACTIVO,TV,84,14717
126,1080,2017-01-30,2017-02-01,2017-12-29,17546667,0/0,0,ACTIVO,SPI,85,17117
127,1081,2017-01-30,2017-02-01,2017-12-15,36419618,0/0,0,ACTIVO,TV,86,14417
128,1082,2017-01-30,2017-02-01,2017-06-30,17342675,0/0,0,ACTIVO,CI,87,14117
129,1083,2017-01-30,2017-02-01,2017-12-15,36419617,0/0,0,ACTIVO,CI,52,14017
130,1084,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,79,13917
131,1085,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,79,14517
132,1086,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,81,13817
133,1087,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,83,13717
134,1088,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,88,13617
135,1089,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,79,14217
136,1093,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,79,14317
137,1094,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,79,13517
138,1097,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,78,13417
139,1115,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,83,14817
140,1116,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,88,14617
141,1121,2017-01-30,2017-02-01,2017-12-15,36419617,0/0,0,ACTIVO,CI,39,14917
142,1153,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,89,15217
143,1154,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,77,15517
144,1155,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,90,16717
145,1160,2017-01-30,2017-02-01,2017-12-15,36419617,0/0,0,ACTIVO,CI,61,15117
146,1163,2017-01-30,2017-02-01,2017-11-30,34685350,0/0,0,ACTIVO,CI,91,16817
147,1168,2017-01-30,2017-02-01,2017-06-30,17342675,0/0,0,ACTIVO,CI,92,15417
